path,ok,reason,blur_score,brightness,width,height,file_size_kb,md5,label,split
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0448a21ee50ca17f2abf_jpg.rf.f070bcbcc95ab710ecff3b3e9fb84a79.jpg,True,,149.27,64.36,640,640,31.0,a8ef43ff824c223af72827e78b4e41bd,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_04ca51612dfa072273cb_jpg.rf.6c52925fcd36e96539ae3badc70c12ba.jpg,True,,3562.2,77.14,640,640,57.4,be0144f3a513e029e68b6f7512cfbe72,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_04ca51612dfa072273cb_jpg.rf.9f87ce08efd4f4be9e328c0e790b80b7.jpg,True,,384.51,76.47,640,640,30.4,a3cf8767727c1fc273b9e47fbdbf55b1,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_04ca51612dfa072273cb_jpg.rf.cf786f3d5f2236bf0b0b922667c0f630.jpg,True,,635.96,107.18,640,640,31.4,8368b856fe7bf5759bd211e7842c6125,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_058306bb9c7116981e12_jpg.rf.72a504d6572c1832be154eea16271e36.jpg,True,,763.01,165.24,640,640,38.5,50fbe5134a9932612714a02a66ee9860,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_058306bb9c7116981e12_jpg.rf.7545fc418b0323ee783a046641a05810.jpg,True,,513.36,158.74,640,640,38.4,4773ddb471d57ac63346e0354db241e8,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_058306bb9c7116981e12_jpg.rf.b1835a3cf121d65681ece056f959985c.jpg,True,,399.8,160.0,640,640,36.7,daa5daaaebd2a15267915fcb85223301,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_06946fe226d34e9e6666_jpg.rf.47fbdd68eb5304a38bdb36bd5bfd3a34.jpg,True,,3199.21,94.54,640,640,62.7,ae4a44469d42b535110cde7961cec28c,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_06946fe226d34e9e6666_jpg.rf.a7fe2c167e2e7f098383b3ed373c54c6.jpg,True,,825.62,140.76,640,640,39.5,d2b35344d8a1cdd5ac43e19c93cfdf29,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_07167f0fc499ad9cfadf_jpg.rf.d5c98df9201c03a7458a9acfe1338b5a.jpg,True,,274.59,106.27,640,640,31.4,b81a68548b8b14c619733109c614f56e,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_07364d92affd8d28353e_jpg.rf.9cb9c6e2911a02be6924c7ca0d0aa266.jpg,True,,153.15,98.68,640,640,24.8,dae85c21ed99ee2d2754fed0a064a419,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0a04656a29dae63e34b4_jpg.rf.0f422132bab1ea2592d6b923590f91aa.jpg,True,,316.61,119.76,640,640,29.6,58626589b01f5e2303120e980a658fbf,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0b973f46a06123d014f1_jpg.rf.6c8b67a3adeacb405e5a10eca2789a5c.jpg,True,,526.04,66.9,640,640,44.5,9a2016840abf49d8f7d5d6ee45d946b6,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0b973f46a06123d014f1_jpg.rf.726d11c1199899c9edff5f3b77ac460f.jpg,True,,402.36,100.55,640,640,41.5,b81ce1909ecf2dfbbf52f5d08ad95138,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0b973f46a06123d014f1_jpg.rf.d82b9f0684e07553d77c31a88380a7ba.jpg,True,,3384.42,65.47,640,640,64.6,c1f99b322b188be176fafeefe7311ec6,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0e8ee7ea2431e24b4454_jpg.rf.209cdaf5fef7c6bdef100f7e35474c2d.jpg,True,,1449.34,119.92,640,640,32.6,012226cd6cca63b336c788880e6ab1dd,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0e8ee7ea2431e24b4454_jpg.rf.298f9d5eae800aeff221f0f5413aae5e.jpg,True,,387.52,95.51,640,640,22.0,e0ec86f3b4ca99ca37186cd4ece4c317,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0e8ee7ea2431e24b4454_jpg.rf.aa886530e94b4d833731d21607c55055.jpg,True,,1772.96,86.33,640,640,35.3,1c63735ab88583de25fa42307e11ecb0,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0efaf2018714dec95f67_jpg.rf.43cdb8d9333182a52f10f6f4144e36e7.jpg,True,,148.41,54.85,640,640,25.7,21cb99758446eedb6843111882e64ac1,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0efaf2018714dec95f67_jpg.rf.5c60530d610164da05f6d9b5f1fbfbe4.jpg,True,,3137.04,50.12,640,640,51.9,0fb0af7829f500db5bcc9a7d8e7e21a6,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0efdf0ab53ae13958625_jpg.rf.96c2c518c35696cffe002803bcd9e147.jpg,True,,274.77,94.03,640,640,33.6,27c08aa846b8ea249814b1b9c5601979,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_0f2a4d0547c381e7def5_jpg.rf.c9824fce71666829863805092f0ee9d1.jpg,True,,121.46,134.82,640,640,41.5,bac11df12f2ab277ce379d2cce58e56b,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_10583924a54a7cbcf5d0_jpg.rf.7c4cb0ac9522f3a0faaf230527e1abe9.jpg,True,,372.41,65.55,640,640,19.8,13c2d23f740432bccf9ad3a0e0122588,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_10c7d88f91ac3628c367_jpg.rf.159b08380bff8024bbfbad133f070fa4.jpg,True,,642.35,63.86,640,640,34.3,3ba67aadd00871d1441bf6eb90f07ee6,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_10c7d88f91ac3628c367_jpg.rf.8cabd4e502a450a8e27bea4ea73e3971.jpg,True,,293.36,105.16,640,640,32.7,896631308f07bfddacf4b3994bb51cea,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_10c7d88f91ac3628c367_jpg.rf.fd1cd63f314636d0dc1d04de3a0f84ac.jpg,True,,107.99,84.06,640,640,28.2,bf116a87b16711aa004f642d5061ad14,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_11f3317eb0e84a5921ee_jpg.rf.1b0fc9fc2b730fc3d47b02d7224fb1f7.jpg,True,,2907.46,129.89,640,640,72.1,7afde2cf45cc1928406ebfea35c48256,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_11f3317eb0e84a5921ee_jpg.rf.1d3247c5e78921d7c52af78a6d161719.jpg,True,,85.97,130.34,640,640,51.3,fa2cda9724dba1f1de170bd872b98a63,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_11f3317eb0e84a5921ee_jpg.rf.809d3c43373f6f44be8a628bbb613bad.jpg,True,,1204.65,150.59,640,640,60.4,3990fdb76c8bcbd618241eafa542d78f,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12161204e3915bc8f99d_jpg.rf.2fe97a7064247847eaa463761388baf7.jpg,True,,1954.63,109.22,640,640,66.5,707fad267f7d1c3cb54b9a2454095b53,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12161204e3915bc8f99d_jpg.rf.62d098d0015a955d100b8870ae0b86c1.jpg,True,,414.8,128.76,640,640,55.9,e5745ef31e55faa4abba43f0ad522c5a,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12161204e3915bc8f99d_jpg.rf.8f4ca9568b58145ab9ec60531546e778.jpg,True,,186.72,127.33,640,640,49.1,074561bb81fe36b2907549825281c110,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12452a61218e358e7cfc_jpg.rf.6a7c898c1c471cf0c00436bcc7b745e9.jpg,True,,3355.06,80.57,640,640,61.1,6cb700e3e5acdd56b0fcdebcf3f6d28d,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12452a61218e358e7cfc_jpg.rf.d0bd5b4326c399702fc342c3a05ebb18.jpg,True,,1946.32,121.75,640,640,49.9,0698827db5cb4266e206cd1e808ed21d,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_12452a61218e358e7cfc_jpg.rf.ef811e11e9ebadfbedaf3ac12a6bb2a4.jpg,True,,326.99,96.02,640,640,38.8,24b784131a3cceecdc64c6c5c9d0296a,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1338ae3e58b41aad9cac_jpg.rf.379f434315a89d6ab5578191a58fd6e5.jpg,True,,3023.64,90.95,640,640,57.3,fb5ad18db73f9e8bf1d894038404d548,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1338ae3e58b41aad9cac_jpg.rf.f2b62021ae9be527700839b773a7c6bb.jpg,True,,1964.97,145.82,640,640,49.9,192c031b220dd76a9224f62c768a2a18,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_13829ede1123951435b3_jpg.rf.098e1c749ac78f091eb3de25ad049543.jpg,True,,634.92,143.92,640,640,30.8,50eaea532f10d7ee35f21716c09d07f1,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_13829ede1123951435b3_jpg.rf.8a7be0b2db26b9e3fb50272b1aec31e5.jpg,True,,215.44,122.62,640,640,26.0,e6f7e518782eda664e65231f46d50952,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_13829ede1123951435b3_jpg.rf.ae4cccbe1a7cde1448099ec9c73c23a4.jpg,True,,1147.04,99.21,640,640,37.4,1aca64a03ef4717959f48054fd29602a,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_138be1a65d93b69932ce_jpg.rf.8226bceddd53fa26c646c71c7c011526.jpg,True,,1634.58,190.49,640,640,45.4,7b38e2ddbd376307cc45600337bdfb92,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_138be1a65d93b69932ce_jpg.rf.cf59b969adeedc16bc2cbec12f181049.jpg,True,,183.48,194.14,640,640,30.9,1cce2f32ca7e7a93017e4564005cfc29,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_138be1a65d93b69932ce_jpg.rf.f9094ded7fde92f90a30a1e0bbe12f73.jpg,True,,338.56,176.12,640,640,34.6,4926f52870a647592b255514c4c950a7,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1399be9d152826c45d3c_jpg.rf.58b6ceb65f3e7460b39c099fac5d780c.jpg,True,,3391.6,157.12,640,640,63.7,a6b40222d62bb1a8d584a4d62f67d0ff,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1399be9d152826c45d3c_jpg.rf.71a5803f0a1df3ad8c0fd43ee164b9f3.jpg,True,,540.34,142.51,640,640,38.3,77f0b136222c4d0d796910457080cf04,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1399be9d152826c45d3c_jpg.rf.ac2217e5c9614166fb35c745ec32848a.jpg,True,,703.2,155.3,640,640,40.4,6665545b7e7f51f8fc014664176ba64f,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_145f87e0de026798bef1_jpg.rf.44d9e34b4987205bfeb3be2709f71b20.jpg,True,,2119.16,161.42,640,640,44.3,f94840aae6559d93ed814c96ce06f14b,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_145f87e0de026798bef1_jpg.rf.59ad1586ce708b7521f8850f00d3c1f0.jpg,True,,727.7,128.09,640,640,32.5,e63c883ec07af7667ae7733d7db14f66,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_145f87e0de026798bef1_jpg.rf.59b41e935548bf7692a2b80853f6c73f.jpg,True,,183.99,135.08,640,640,27.2,41ed36d3d6ec64e1eb2aecedae9ed571,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_162c031d06eaf5762e57_jpg.rf.c46922f6511c0a02ce79879a2aa9e694.jpg,True,,359.3,138.27,640,640,45.1,f97769ba43ec7c78ca6f2136bb17db77,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1922ac7cdc0750825c6b_jpg.rf.45b56d69e9fff765de315bd219c9aa7f.jpg,True,,1534.47,64.7,640,640,44.6,5a51c6c8688346f084bf47d0fe7fe0aa,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1922ac7cdc0750825c6b_jpg.rf.4da75615e4af401fa676d060e866e0f0.jpg,True,,1131.86,80.79,640,640,42.0,4d34c83f6c45e5738605fc11709c9271,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1922ac7cdc0750825c6b_jpg.rf.ad9d1e4e397005de71c0b3a6bf119c58.jpg,True,,175.15,87.12,640,640,31.2,f22bcbec986119916b292d2794b7d5d8,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1a196382bc7b0b07e942_jpg.rf.2587124fbe3f5768d1ba7d68cf3bc742.jpg,True,,289.23,82.36,640,640,23.6,936484ad5db7b6388333b86f28d6366c,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1a196382bc7b0b07e942_jpg.rf.aa2d66342d769faf20f95b02b54817df.jpg,True,,1736.24,72.99,640,640,35.9,3bad4796450d35a581890a1eb7f90de3,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1a196382bc7b0b07e942_jpg.rf.c99735449b747f99d38a18370a71ac2c.jpg,True,,2955.54,94.1,640,640,43.0,2f57617f3c7c799933f1849b42009e72,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1a4996793e7fdccadd63_jpg.rf.b1a4fe04e1620d964bbb3a617ab8eb9c.jpg,True,,418.36,58.31,640,640,45.5,5a95e8fa0cfddf45ae66075d0249242a,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1b746573a6a4d2e6e0f8_jpg.rf.0738a6f2a52439d7cafe109c1fafffd2.jpg,True,,3161.99,91.45,640,640,69.4,fd9f18a76fd8f3962f13a309cf85afc5,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1b746573a6a4d2e6e0f8_jpg.rf.80f2080ec5f41e6144a26dc53418b138.jpg,True,,2844.98,86.78,640,640,64.7,c87f3c98c2ec06d0d26beb4fc5d769d4,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1b746573a6a4d2e6e0f8_jpg.rf.b09946ba923a5cd69a3eb84417acbb90.jpg,True,,206.06,79.15,640,640,44.2,045b39b707d50f80a12ac8d2e8e2f980,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1ba1c0dbc35fd9281ee8_jpg.rf.775c20c3caa4c4e0bfd10e257eeba50b.jpg,True,,205.36,107.88,640,640,28.7,e288d1e622ea22950dec3f9a8d3a8ed9,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1ba1c0dbc35fd9281ee8_jpg.rf.91b0b105873e5b8b4efeb37ff0e9705d.jpg,True,,1294.03,139.83,640,640,37.5,129ac7268152f8fdf503d81b66c79fc9,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1ba1c0dbc35fd9281ee8_jpg.rf.e8fc92bdf8eeb35240e4d5980aed8f68.jpg,True,,3847.83,138.9,640,640,58.7,841a932d9f078935dff817956e2c69a6,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c1e08ebb844cf314172_jpg.rf.076641b31cdf1ed8401472d8bae2f159.jpg,True,,694.59,133.0,640,640,29.3,ccf6e3ae7fa9924cc5432534a9138e26,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c1e08ebb844cf314172_jpg.rf.2a64dd042d3f4f7bbfe7e2c688a88f39.jpg,True,,377.94,108.57,640,640,27.7,99cb77d53ad7e99ced395e67b8a6a4b4,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c1e08ebb844cf314172_jpg.rf.b606b10545cbfdc247abda08e50d23c5.jpg,True,,500.64,135.62,640,640,27.5,759583f92e45ab40e123a12b569781a4,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c6eb0a63898fa231b61_jpg.rf.1e416c554e67a1cd61d5a39bbcc7d396.jpg,True,,259.27,121.06,640,640,30.9,139e4bd2e35b4413fb256c93df32e7ba,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c6eb0a63898fa231b61_jpg.rf.465a13ea32fed3e06d8a15bda4cfa11d.jpg,True,,1033.08,104.07,640,640,37.8,af20b95fa7db448928ea1fe7327fd6b6,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1c6eb0a63898fa231b61_jpg.rf.5fbdf5b7ed73ba991b5aa4d1dd005831.jpg,True,,2185.72,137.22,640,640,47.3,850d4455608baec085a52fb716d85018,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1cc095c17f548c684fd5_jpg.rf.1cf687415bd87e74369e2abbc80da2e3.jpg,True,,447.64,96.52,640,640,32.6,fca304148d864d8fd6ceafd9ee3214db,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1d3b1b41c06745c89fb6_jpg.rf.9fe7b2181a36c2b6f67744be1af2fdd7.jpg,True,,120.08,65.6,640,640,24.4,0788f2a3c0f4fdc5d393fce0b9966aaf,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1d484c5c6efe77be4aa0_jpg.rf.382677a03d597baeb4af73c441e950ad.jpg,True,,422.25,119.31,640,640,50.3,0eb94c3f59bbc5eb4a6a669f5cc62a20,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1d484c5c6efe77be4aa0_jpg.rf.45b7cfc7e1f62b0c83f1544bc88aeead.jpg,True,,446.07,113.88,640,640,44.1,aeb37735f7b1c20d5c66d8703912e07e,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1d484c5c6efe77be4aa0_jpg.rf.537af66757d7cbe7290d395aa8e1a830.jpg,True,,241.37,116.47,640,640,43.9,3a675de4ae11e8eca0e4962f4325a9f5,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1dabdd66be036b73a031_jpg.rf.212fd3ccc8286080e5e530e30be70311.jpg,True,,4057.89,101.99,640,640,63.8,02fc687f49b47c562d7acda20929930e,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1dabdd66be036b73a031_jpg.rf.427f6d02cd55d739d4b3d98d0d7c0989.jpg,True,,3211.33,114.31,640,640,56.1,91a1a7e6d3537380a610f93819487841,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1dabdd66be036b73a031_jpg.rf.d29c9671e08ca43a5d6bd40085790ff3.jpg,True,,380.34,120.66,640,640,33.8,eed0113724d165ad66e1967b30560371,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1deb5336e3f6f15edba3_jpg.rf.1e8c45040e0f3da891909e5aac04c107.jpg,True,,1121.42,112.49,640,640,47.6,146d0a69c4f15a9ec86b6b62c999f48d,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1deb5336e3f6f15edba3_jpg.rf.3ced57f000f70313e41b2e8a58a5b407.jpg,True,,3155.04,131.8,640,640,65.6,076289281a84b301af6d02e84b9cfe97,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1deb5336e3f6f15edba3_jpg.rf.e5f6a4479b4bc8617794f97c74ffb8e6.jpg,True,,318.22,127.71,640,640,41.0,eaa03a4245b00c03aa7bdfb9e338ef7b,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1f55332514604c83ba14_jpg.rf.199f4ae77ae39fd1627dcab855d97baf.jpg,True,,2794.41,143.1,640,640,63.1,a1839eee72d75ae0aa0be5561247390c,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1f55332514604c83ba14_jpg.rf.8356613ca36880a1d11d78da1d0fc3ec.jpg,True,,3394.86,88.76,640,640,67.1,464d355258ffc72892bfb8cd4ce068be,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1f7d8c0aeed1b8fb91af_jpg.rf.1dd00d4634727a936f495a01c6923b4f.jpg,True,,592.17,132.26,640,640,52.9,40132684811c08b41d084bb2effe173c,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1f7d8c0aeed1b8fb91af_jpg.rf.8d19a9f7bf31cbe0ef78a4a7d636d936.jpg,True,,1879.15,152.61,640,640,56.6,8079027cb1d08872e3d56036282406b9,dry,train
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1f7d8c0aeed1b8fb91af_jpg.rf.bdeaeb438b9c8c54adf3d3c04a25f2b9.jpg,True,,1380.59,139.51,640,640,53.3,984af1244f3b352839eff5122e74aec4,dry,val
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1fb55f4933e9e43d9ab9_jpg.rf.0afbe64bca9bcc9a76fd23665762f45c.jpg,True,,627.14,163.73,640,640,26.6,a9de5c98f408787181a0f5066996d256,dry,test
C:\Users\DENİZ\Desktop\BİTİRME\skin-analysis\data\raw\skin_type\dry\dry_1fb55f4933e9e43d9ab9_jpg.rf.cd6661ee2710ee3307f10ce91852e0b0.jpg,True,,411.11,139.69,640,640,24.4,db0cb4e58d1ddac6c548b1da912ffdbb,dry,train
